actor,gross,budget,num
Mattie Liptak,0,0,0
Jason Momoa,61509450,2.5e+08,4
Jacob Wysocki,0,0,0
Bridger Zadina,0,0,0
Tio Hardiman,0,0,0
Ameena Matthews,0,0,0
Toya Batey,0,0,0
Analeigh Tipton,0,0,0
Charlie Barnett,0,0,0
Adam Barrie,0,0,0
Jorge Lorenzo,0,0,0
Valentino Rossi,0,0,0
Aran Bell,0,0,0
Rebecca Houseknecht,0,0,0
Joan Sebastian Zamora,0,0,0
Jayne Eastwood,0,0,0
Pam Hyatt,0,0,0
Tim Burke,0,0,0
Alfonso Cuarón,0,0,0
Ricardo Chavira,0,0,0
Sam Jaeger,0,0,0
Amber Jaeger,0,0,0
Adepero Oduye,0,0,0
Kim Wayans,0,0,0
Aasha Davis,0,0,0
Benjamin Lutz,0,0,0
John Werskey,0,0,0
Jackson Palmer,0,0,0
Dean Geyer,0,0,0
Alex Meraz,0,0,0
Slyvester Brown,0,0,0
Irvin Dagen,0,0,0
Elmer Fiedler,0,0,0
Lucy Hale,0,0,0
Freddie Stroma,0,0,0
Jordan Gelber,1624230,4e+06,2
Aimee Teegarden,10106233,8e+06,1
Thomas McDonell,10106233,8e+06,1
DeVaughn Nixon,10106233,8e+06,1
Lee Fulkerson,0,0,0
Matthew Lederman,0,0,0
Alona Pulde,0,0,0
Roger Corman,0,0,0
Quentin Tarantino,0,0,0
Larry Wilmore,5928,3.2e+07,2
Sasha Jackson,0,0,0
Elizabeth Mathis,0,0,0
Ben Milliken,0,0,0
Jason Butler Harner,0,0,0
Cheyenne Jackson,0,0,0
Timothy Gibbs,0,0,0
Wendy Glenn,0,0,0
Loretta Devine,53311948,2.5e+07,1
Hani Furstenberg,0,0,0
Bidzina Gujabidze,0,0,0
Richard Coyle,17149,2e+07,1
Molly Kunz,0,0,0
Eric Hulsebos,0,0,0
Tyler Ross,0,0,0
Austin Butler,0,0,0
Jessie Andrews,0,0,0
Penelope Kay,0,0,0
Alec Knight,0,0,0
David Choi,0,0,0
Chris Dinh,0,0,0
Cathy Nguyen,0,0,0
Reid Warner,0,0,0
Darrin Bragg,0,0,0
Ben Rovner,0,0,0
Sarah Gadon,55942830,7e+07,1
Lily Cole,0,0,0
Shanyn Leigh,0,0,0
Jazmine Ramay,0,0,0
Molly Cranna,0,0,0
Carl Bradley Anderson,0,0,0
Christina Ulloa,0,0,0
Travis Van Winkle,0,0,0
Daniela Lavender,0,0,0
Fallon Goodson,0,0,0
Kelen Coleman,0,0,0
Avis-Marie Barnes,0,0,0
Kevin Alejandro,0,0,0
Conan O'Brien,0,0,0
Chely Wright,0,0,0
Jennifer Archer,0,0,0
Howard Bragman,0,0,0
Diana Vreeland,0,0,0
Richard Avedon,0,0,0
David Bailey,0,0,0
Rachel Hendrix,0,0,0
Jason Burkey,0,0,0
John Schneider,96734,1e+06,1
Christopher Backus,0,0,0
John Getz,0,0,0
Wilmer Calderon,0,0,0
Jim Freivogel,0,0,0
Brian Lally,0,0,0
Sarah Hagan,0,0,0
Austin Vickers,0,0,0
Haley Strode,0,0,0
Kellan Lutz,18822657,71200000,2
James Brolin,1378,1200000,1
Guy Herbert,0,0,0
Carly Pope,0,0,0
Carlton Byrd,0,0,0
Harvey Gardner Moore,0,0,0
Rick Gomez,0,0,0
Jeff Adachi,0,0,0
James H. Billington,0,0,0
Robin Blaetz,0,0,0
Nick Frost,114182173,1.2e+08,3
Phyllis Antonellis,0,0,0
Richard Barrios,0,0,0
Matt O'Leary,0,0,0
Shanley Caswell,0,0,0
Tammi Arender,0,0,0
Randy Austin,0,0,0
Jillian Batherson,0,0,0
Nick Swardson,2331318,1e+07,1
Don Johnson,2331318,1e+07,1
Tobias Segal,0,0,0
Christine Lahti,0,0,0
Izán Corchero,64727,1.3e+07,1
Deborah Ann Woll,1887,7e+06,1
Jack Angel,0,0,0
Zack Finfrock,0,0,0
Tybee Diskin,0,0,0
Aaron Giles,0,0,0
Kevin Clash,0,0,0
Frank Oz,0,0,0
Jackson Hurst,0,0,0
Anjanette Comer,0,0,0
Ken Kesey,0,0,0
Timothy Leary,0,0,0
Dave Annable,0,0,0
Katharine McPhee,0,0,0
Nick Eversman,0,0,0
Tracey Fairaway,0,0,0
Rob Lowe,0,0,0
Bill Oberst Jr.,0,0,0
Hali Lula Hudson,0,0,0
Shawn-Caulin Young,0,0,0
Ryan McCoy,0,0,0
Brett Rosenberg,0,0,0
Ashley Bracken,0,0,0
Jordana Beatty,15000994,2e+07,1
Parris Mosteller,15000994,2e+07,1
Mike O'Malley,0,0,0
Gretchen Lodge,0,0,0
Johnny Lewis,0,0,0
Alexandra Holden,0,0,0
Sophia Santi,0,0,0
Bobbi Starr,0,0,0
Lily Labeau,0,0,0
Kenny Johnson,0,0,0
Erin Daniels,0,0,0
David Marciano,0,0,0
Aaron Dean Eisenberg,0,0,0
Liz Fenning,0,0,0
J. Walter Holland,0,0,0
Liz Beebe,0,0,0
Karley Scott Collins,0,0,0
Michele Fischer,0,0,0
Ameko Eks Mass Carroll,0,0,0
John Cromwell,0,0,0
Alexandre Desplat,0,0,0
Laramie Eppler,0,0,0
Evan Glodell,167242,17000,1
Tyler Dawson,167242,17000,1
Jessie Wiseman,167242,17000,1
Peter Fonda,0,0,0
Chris O'Dowd,0,0,0
Jane Alexander,0,0,0
Lindsay Almond Jr.,0,0,0
Edward L. Ayers,0,0,0
Kevin Coval,0,0,0
Adam Gottlieb,0,0,0
Elizabeth Graf,0,0,0
Jason Yee,0,0,0
Samantha Streets,0,0,0
Ron Yuan,0,0,0
Jax Jackson,0,0,0
Jessica London-Shields,0,0,0
Fawzia Mirza,0,0,0
Salvador Allende,0,0,0
Erik Andersen,0,0,0
Joan Baez,0,0,0
Heather Ann Davis,0,0,0
Eric Callero,0,0,0
Frank Pacheco,0,0,0
Paul Levesque,0,0,0
José Zúñiga,0,0,0
Ashley Greene,9861596,3.4e+07,2
Tom Felton,9861596,3.4e+07,2
Caitlin FitzGerald,4584,9000,1
Josiah Patkotak,0,0,0
Frank Qutuq Irelan,0,0,0
John Miller,0,0,0
Heath Freeman,0,0,0
Margaret Lily Andres,0,0,0
Jason Baldwin,0,0,0
Rachel Larsen,0,0,0
Mark Borchardt,0,0,0
Nadine Gross,0,0,0
Cyndi Kurtz,0,0,0
Eddie Vedder,0,0,0
Stone Gossard,0,0,0
Jeff Ament,0,0,0
Ambyr Childers,504,3200000,2
Markus Waldow,0,0,0
Natalie Zea,0,0,0
Angeline-Rose Troy,0,0,0
J.J. Banicki,0,0,0
Diane Peterson,0,0,0
Kai Caster,0,0,0
Michael Wetherbee,0,0,0
Chris Russell,0,0,0
Jared Stern,0,0,0
Patrick Labyorteaux,0,0,0
Julie McCullough,0,0,0
Katie Wilson,0,0,0
Ralph Brown,0,0,0
Elisabeth Röhm,0,0,0
Paul Boccadoro,0,0,0
Dan DeLuca,0,0,0
Barry Ellenberger,0,0,0
Rebekah Kochan,0,0,0
David Moretti,0,0,0
Toby Regbo,0,0,0
Ronnie Kroell,0,0,0
Kristen-Alexzander Griffith,0,0,0
Douglas Booth,0,0,0
Stephan Georgiou,0,0,0
Matthew Stephen Herrick,0,0,0
Brian Jansen,0,0,0
Julie Henderson,0,0,0
Alyssa Miller,0,0,0
Irina Shayk,0,0,0
Stella Maeve,0,0,0
Alexander Nifong,0,0,0
J. Mallory McCree,0,0,0
Connor Hill,0,0,0
Eriq F. Prince,0,0,0
Gina Osborne,0,0,0
Henry Dittman,0,0,0
Riley Steele,0,0,0
Selena Rose,0,0,0
Kayden Kross,0,0,0
Dana Pupkin,0,0,0
Eric Hailey,0,0,0
Bill Redding,0,0,0
Jeff Venables,0,0,0
Meili Cady,0,0,0
Josh Beren,0,0,0
Josephine Decker,0,0,0
Colley Bailey,0,0,0
Matt Mercer,0,0,0
Ace Marrero,0,0,0
Ed Kelly,0,0,0
Nina Kircher,0,0,0
Clarity Patton,0,0,0
Chungliang Al Huang,0,0,0
Rebecca Armstrong,0,0,0
Deepak Chopra,0,0,0
Brenden Gregory,0,0,0
James Arthur M.,0,0,0
Ian Wolfley,0,0,0
Bryce Blais,0,0,0
Khaled Haider,0,0,0
Dale Dymkoski,0,0,0
Shannon Woodward,0,0,0
Jackson Rathbone,0,0,0
Amanda Plummer,0,0,0
Raimund Abraham,0,0,0
Eric Jay Beck,0,0,0
April Matson,0,0,0
Akeem Smith,0,0,0
Tony Oller,0,0,0
Josie Ho,0,0,0
Rachel Boston,0,0,0
John Charles Meyer,0,0,0
Jessica Simons,0,0,0
Christine Haeberman,0,0,0
Jared Gilman,45507053,1.6e+07,1
Kara Hayward,45507053,1.6e+07,1
Mickey Sumner,0,0,0
Adam Driver,15148132,2e+07,2
Richard Armitage,1377821536,1.06e+09,5
Alexander Skarsgård,67715162,2.17e+08,3
Kristen Connolly,42043633,3e+07,1
Anna Hutchison,42043633,3e+07,1
Derek Ambrosi,0,0,0
Michael Ballhaus,0,0,0
Andrzej Bartkowiak,0,0,0
Tye Sheridan,25968393,3.3e+07,4
Jacob Lofland,21589307,1e+07,1
CJ Adams,51853450,2.5e+07,1
Thomas Horn,31836745,4e+07,1
Noomi Rapace,150478422,272600000,5
Logan Marshall-Green,126464904,1.3e+08,1
Quvenzhané Wallis,185276981,155800000,5
Dwight Henry,12784397,1800000,1
Levy Easterly,12784397,1800000,1
Suraj Sharma,124976634,1.2e+08,1
Adil Hussain,124976634,1.2e+08,1
Joel Murray,0,0,0
Tara Lynne Barr,0,0,0
Mackenzie Brooke Smith,0,0,0
Sam Riley,717753,2.5e+07,1
Alex Veadov,70011073,1.2e+07,1
Nestor Serrano,70011073,1.2e+07,1
Riz Ahmed,0,0,0
Shawn Christensen,0,0,0
Fatima Ptacek,0,0,0
Kim Allen,0,0,0
Jonny Weston,6002756,2e+07,1
Rebel Wilson,248434748,4.6e+07,2
Isaac Leyva,0,0,0
Erica Linz,0,0,0
Igor Zaripov,0,0,0
Lutz Halbhubner,0,0,0
Peter Weller,0,0,0
Ariel Winter,0,0,0
David Selby,0,0,0
Keith Gilmore,0,0,0
Chook Sibtain,0,0,0
Peter Staley,0,0,0
Larry Kramer,0,0,0
Iris Long,0,0,0
Dane DeHaan,64652811,14400000,2
Alex Russell,64572496,1.2e+07,1
Michael B. Jordan,272546526,175900000,5
Sasha Roiz,0,0,0
Jenny Mollen,0,0,0
Dominic Bogart,0,0,0
Olivia Munn,144233560,3.7e+07,2
Kathryn McCormick,35057332,3.3e+07,1
Ryan Guzman,85340472,8.2e+07,3
Cleopatra Coleman,35057332,3.3e+07,1
Thomas Mann,61468048,2e+07,2
Oliver Cooper,54724272,1.2e+07,1
Jonathan Daniel Brown,54724272,1.2e+07,1
Amy Ziering,0,0,0
Kori Cioca,0,0,0
Luke Evans,71948808,9.6e+07,2
Letty Aronson,0,0,0
Marshall Brickman,0,0,0
Brian Jannelle,0,0,0
Adrian Guillette,0,0,0
Arthur Smith,0,0,0
Juliet Rylance,48056940,3e+06,1
Dree Hemingway,0,0,0
Besedka Johnson,0,0,0
Randy Couture,85017401,9.2e+07,1
Thure Lindhardt,0,0,0
Zachary Booth,0,0,0
Taylor Swift,213949505,7e+07,1
Madeline Carroll,0,0,0
Dominic Cooper,147908276,2.35e+08,4
Maude Apatow,67523385,3.5e+07,1
Alexis Denisof,0,0,0
Amy Acker,0,0,0
Bill Blakemore,0,0,0
Geoffrey Cocks,0,0,0
Juli Kearns,0,0,0
Deborah Aquila,0,0,0
Risa Bramon Garcia,0,0,0
Ellen Chenoweth,0,0,0
John Pingayak,20113965,4e+07,1
Barbara Niven,0,0,0
Bryan Mordechai Jackson,0,0,0
Jessica Clark,0,0,0
Maurice Compte,0,0,0
India Eisley,62321039,7e+07,1
David Simon,0,0,0
Glen Ballard,0,0,0
John Barnes,0,0,0
Taylor Kitsch,370505621,388700000,4
Adam Marcello,25240988,1.2e+07,1
Casey Hooper,25240988,1.2e+07,1
Chris Colfer,0,0,0
Timothy Dalton,0,0,0
Leanne Allison,0,0,0
Karsten Heuer,0,0,0
Calvin Reeder,0,0,0
Lane Hughes,0,0,0
Adam Wingard,0,0,0
Kevin Hernandez,0,0,0
Daniel Giménez Cacho,0,0,0
Henry Winkler,45290318,4.2e+07,1
Grant Achatz,0,0,0
Cindy Breitbach,0,0,0
Mike Breitbach,0,0,0
Matthew Morrison,41102171,4e+07,1
J. Todd Smith,41102171,4e+07,1
William B. Davis,0,0,0
Eugene Jarecki,0,0,0
Michelle Alexander,0,0,0
Mark W. Bennett,0,0,0
Antron McCray,0,0,0
Kevin Richardson,0,0,0
Kharey Wise,0,0,0
Ashley Hinshaw,2756072,9e+06,2
Ann Dowd,318622,270000,1
Dreama Walker,318622,270000,1
Diego Boneta,38509342,7.5e+07,1
Chase Williamson,0,0,0
Le Geng,0,0,0
Daniel Henney,0,0,0
Sean Gallagher,0,0,0
Barbra Streisand,37101011,4e+07,1
Julene Renee,37101011,4e+07,1
Cung Le,15608545,1.5e+07,1
Susan Eisenberg,0,0,0
Aubrey Plaza,4088107,3150000,2
Chris Diamantopoulos,0,0,0
Natasha Calis,49122319,1.4e+07,1
Dariel Arrechaga,0,0,0
Anailín de la Rúa de la Torre,0,0,0
Javier Núñez Florián,0,0,0
Jack Plotnick,0,0,0
Todd Giebenhain,0,0,0
Eric Judor,0,0,0
Catherine Chan,17120019,3e+07,1
Chris Sarandon,17120019,3e+07,1
Damien Wayne Echols,0,0,0
Jessie Misskelley,0,0,0
Caity Lotz,0,0,0
Mark Steger,0,0,0
Mike Birbiglia,0,0,0
Lauren Ambrose,0,0,0
Thomas Brodie-Sangster,81687587,6.1e+07,1
Nora Arnezeder,12843,6e+06,1
Aaron Paul,43984338,68500000,3
Nick Offerman,375981,5e+05,1
Dylan O'Brien,184118254,9.7e+07,3
Victoria Justice,9419471,1.6e+07,2
Booboo Stewart,0,0,0
Harry Shum Jr.,0,0,0
Joan Chen,0,0,0
Lorraine Barrett,2401652,1e+06,1
June Downs,2401652,1e+06,1
Phillip Froehlich,2401652,1e+06,1
David Oyelowo,162392421,120200000,6
Nick Alachiotis,0,0,0
Kina Grannis,0,0,0
Shelby Rabara,0,0,0
Gina Carano,18934858,2.3e+07,1
Noah Stewart,0,0,0
Rachele Gilmnore,0,0,0
Michael Wanko,0,0,0
Fernanda Andrade,53245055,1e+06,1
Evan Helmuth,53245055,1e+06,1
Clive Alonzo,0,0,0
Don Berwick,0,0,0
Elizabeth Blackburn,0,0,0
Darren Berrecloth,0,0,0
James Doerfling,0,0,0
Andreu Lacondeguy,0,0,0
Luke Macfarlane,0,0,0
Bonnie Swencionis,0,0,0
Graham Phillips,0,0,0
Imogen Poots,43568507,6.6e+07,1
Norbert Leo Butz,0,0,0
Ashley Arbaugh,0,0,0
Rachel Blais,0,0,0
Tigran Khachatrian,0,0,0
Jussie Smollett,0,0,0
Blake Young-Fountain,0,0,0
Anthony Burrell,0,0,0
Ariel Levy,7226849,8e+06,2
Nicolás Martínez,40179,2e+06,1
Chyler Leigh,4330,5e+05,1
JR Bourne,4330,5e+05,1
Jason Beghe,3333823,1e+07,1
Jamie Blackley,0,0,0
Iddo Goldberg,0,0,0
Alia Shawkat,0,0,0
Kevin Durant,0,0,0
Taylor Gray,0,0,0
June Squibb,35226920,2.4e+07,2
Jeffrey Combs,0,0,0
David Hasselhoff,370904,5e+06,1
Carl Fillion,0,0,0
Peter Gelb,0,0,0
Robert Lepage,0,0,0
Annalise Basso,0,0,0
Alex Karpovsky,0,0,0
Tarik Lowe,0,0,0
David Matranga,0,0,0
Justin Doran,0,0,0
Tippi Hedren,0,0,0
Garrett Backstrom,0,0,0
Andrew Lee,0,0,0
Stephen Dunham,53884821,5e+06,1
Matt Shively,53884821,5e+06,1
Alison Brie,90353764,4e+07,1
Joe Flanigan,0,0,0
Anna-Louise Plowman,0,0,0
Mike D,0,0,0
Henry Rollins,0,0,0
Noel Gallagher,0,0,0
Petar Bachvarov,0,0,0
Zachary Baharov,0,0,0
Anna Margaret Hollyman,0,0,0
Jack Huston,607327,2e+07,1
Will Brill,607327,2e+07,1
Lauren Miller,1243961,850000,1
Christopher Abbott,0,0,0
Adriano Aragon,0,0,0
Charlie Capen,0,0,0
Justin Sloane,0,0,0
Condola Rashad,14686,1e+06,1
Justin Kirk,14686,1e+06,1
Ryan Hartwig,0,0,0
Fabianne Therese,0,0,0
Cedric Yarbrough,0,0,0
Leo Minaya,0,0,0
Jack Kesy,0,0,0
Darra Like Dat Boyd,0,0,0
Chen Huang,0,0,0
Qianbaihui Yang,0,0,0
Zheng Liu,0,0,0
Nils d'Aulaire,0,0,0
Julie Ann Emery,0,0,0
Kim Dickens,0,0,0
Michael Brodie,0,0,0
Teresa Lynn,0,0,0
Raymond Delgado,0,0,0
Jay Bastian,33349949,2500000,1
Joe Biden,33349949,2500000,1
Cait Brasel,33349949,2500000,1
Chris Nicola,0,0,0
Fruzsina Pelikán,0,0,0
Saul Stermer,0,0,0
Emayatzy Corinealdi,78030,2e+05,1
Lorraine Toussaint,78030,2e+05,1
Jack Cullison,0,0,0
Howard Cai,0,0,0
Jonathan Brett,0,0,0
Marin Ireland,0,0,0
Robert Deamer,0,0,0
Geoffrey Rivas,0,0,0
Austin West,0,0,0
Ted Dwane,0,0,0
Ben Lovett,0,0,0
'Country' Winston Marshall,0,0,0
Ryan Leach,0,0,0
William Moody,0,0,0
Kathryn Danielle,0,0,0
Perla Haney-Jardine,0,0,0
Harun Mohammed,0,0,0
Ibrahim Moallim Hussein,0,0,0
Ali Mohammed,0,0,0
Jordin Sparks,24397469,1.7e+07,1
Carmen Ejogo,200048699,6.6e+07,4
Whitney Houston,24397469,1.7e+07,1
Tyler Poelle,0,0,0
Joel Rush,0,0,0
Jennifer Elise Cox,0,0,0
Julian Assange,0,0,0
Mati Diop,0,0,0
Lila Salet,0,0,0
Wayne White,0,0,0
Mimi Pond,0,0,0
Paul Reubens,0,0,0
Anna Gunn,0,0,0
Ashley Rickards,0,0,0
Martin Spanjers,0,0,0
Mary Margaret O'Hara,0,0,0
Bobby Sommer,0,0,0
Ela Piplits,0,0,0
Adam Mediano,0,0,0
Drake Burnette,0,0,0
Jeremy St. James,0,0,0
James Preston,0,0,0
Dan Glenn,0,0,0
Marisa Miller Wolfson,0,0,0
Chloe Davis,0,0,0
Cody Tarlow,0,0,0
Brandon Tyler Russell,0,0,0
Freddie James,0,0,0
Laura Bailey,0,0,0
John Burgmeier,0,0,0
Bruce Carey,0,0,0
Steve Caballero,0,0,0
Fred Durst,0,0,0
Kate Lyn Sheil,0,0,0
Kentucker Audley,9039,4e+06,1
Ken Carbone,0,0,0
Inge Druckrey,0,0,0
Kris Holmes,0,0,0
Marshall Allman,594904,1200000,1
Laura Adkin,0,0,0
Kevin M. Brennan,0,0,0
Josh Hamilton,17411930,3500000,1
Peter Cilella,0,0,0
Vinny Curran,0,0,0
Emily Montague,0,0,0
Ahmed Hassan,0,0,0
Magdy Ashour,0,0,0
Alisa Becher,0,0,0
Jc Cain,0,0,0
Dexter Jones,0,0,0
Joséphine de La Baume,0,0,0
Roxane Mesquida,0,0,0
Bettie Page,0,0,0
Hugh M. Hefner,0,0,0
Olivia de Berardinis,0,0,0
Danny Barclay,0,0,0
Eric Bloom,0,0,0
David John Cole,0,0,0
David Nibley,0,0,0
Jasen Wade,0,0,0
Bojana Novakovic,0,0,0
Adelaide Clemens,17529157,2e+07,1
Ethan Navarro,0,0,0
Adam Fleming,0,0,0
Ryan DeLuca,0,0,0
C.J. Hunt,0,0,0
Leslie Aiello,0,0,0
Susan Loraine Anderson,0,0,0
David Axelrod,0,0,0
Matthew Davies,0,0,0
Rahm Emanuel,0,0,0
Ruth Reynolds,0,0,0
Madeline Merritt,0,0,0
Tom McCafferty,0,0,0
Daniel Jones,0,0,0
Tom Nowicki,0,0,0
Tom Carleglio,0,0,0
Hiroyuki Sanada,76594610,3.5e+08,2
Ko Shibasaki,76594610,3.5e+08,2
Kylie Minogue,0,0,0
Curt Biquera,0,0,0
Tom Bishop,0,0,0
Arell Blanton,0,0,0
Bill O'Reilly,0,0,0
E.D. Hill,0,0,0
Bobby Hackney,0,0,0
David Hackney,0,0,0
Dannis Hackney,0,0,0
Boris Benkovski,0,0,0
Eugenia Benkovski,0,0,0
Jacob Benkovski,0,0,0
Dolly Parton,30920167,2.5e+07,1
Anne Dudek,0,0,0
Tom Amandes,0,0,0
Caitlin Gerard,0,0,0
Melanie Papalia,0,0,0
Shane Dawson,0,0,0
Chelsea Handler,9402410,1.4e+07,1
Bob Marley,0,0,0
Ziggy Marley,0,0,0
Jimmy Cliff,0,0,0
Louisa Krause,0,0,0
Libby Woodbridge,0,0,0
Karolina Wydra,0,0,0
Madison Lintz,0,0,0
Mackenzie Firgens,0,0,0
Evalena Marie,0,0,0
Tawny Cypress,0,0,0
Claudia Bassols,0,0,0
Tom Pelphrey,0,0,0
Robert Vaughn,0,0,0
Audrey Wasilewski,0,0,0
Jack Mullins,0,0,0
Kent Igleheart,0,0,0
Rhianna Van Helton,0,0,0
Andrew Lee Potts,0,0,0
Heida Reed,0,0,0
Vithaya Pansringarm,1557130,9600000,2
Joshua Michael Allen,0,0,0
Bo Barrett,0,0,0
Shayn Bjornholm,0,0,0
Dave Cauble,0,0,0
Tatanka Means,0,0,0
Jules Brown,0,0,0
Thomas Jefferson Byrd,0,0,0
Toni Lysaith,0,0,0
Eileen Grubba,0,0,0
James DiStefano,0,0,0
Ralph Guzzo,0,0,0
Christian Simpson,0,0,0
Jon Morgan Woodward,0,0,0
Chad T. Wood,0,0,0
Ed Stoppard,0,0,0
Jamie Bamber,0,0,0
Charles Shaughnessy,0,0,0
Bailee Madison,0,0,0
Dusta Kimzey,0,0,0
Richard Levi,0,0,0
Eve Mauro,0,0,0
Victoria Levine,0,0,0
Josh Feldman,0,0,0
Gus Kamp,0,0,0
Carolyn Jania,0,0,0
Kendall Toole,0,0,0
Khaled Nabawy,0,0,0
Rizwan Manji,0,0,0
David Kato,0,0,0
Christopher Senyonjo,0,0,0
Junot Diaz,0,0,0
Luis Enrique,0,0,0
Juan Gonzalez,0,0,0
E.J. Bonilla,0,0,0
Aja Naomi King,0,0,0
Matt Riddlehoover,0,0,0
Carson Nicely,0,0,0
Cliff Burr,0,0,0
Eric Keenleyside,0,0,0
Cierra Ramirez,2594878,5e+06,1
Costanza Theodoli Braschi,0,0,0
Gregory Crewdson,0,0,0
Samantha Ressler,0,0,0
Sedona James,0,0,0
Seth David Mitchell,0,0,0
Brit Morgan,0,0,0
Josh Danziger,0,0,0
Bruce McGill,0,0,0
Travis Pastrana,0,0,0
Tommy Passemante,0,0,0
Jeremy Rawle,0,0,0
Patti LuPone,0,0,0
Ty Hickson,0,0,0
Tashiana Washington,0,0,0
Joshua Rivera,0,0,0
Jessie Cave,0,0,0
Ryan Steele,0,0,0
Reed Luplau,0,0,0
Catherine Miller,0,0,0
Drew Rausch,0,0,0
Rich McDonald,0,0,0
Ashley Wood,0,0,0
Lindsay Rose Binder,0,0,0
Dean Kapica,0,0,0
David Mackey,0,0,0
Erin Beute,0,0,0
Josh Lawson,0,0,0
Emma Lung,0,0,0
Talib Kweli,0,0,0
Rob Steinberg,0,0,0
Craig Fairbrass,0,0,0
Tomi Ungerer,0,0,0
Maurice Sendak,0,0,0
Jules Feiffer,0,0,0
Rachel Alig,0,0,0
Virginia Petrucci,0,0,0
Samantha Stewart,0,0,0
Shelly Varod,0,0,0
Brian Hankey,0,0,0
Ed Quinn,0,0,0
Guy Wilson,0,0,0
Alesandra Durham,0,0,0
Joel Bishop,0,0,0
Terence Goodman,0,0,0
Jonny Mars,0,0,0
Adam Tate,0,0,0
Sarunas Marciulionis,133778,5e+05,1
Arvydas Sabonis,133778,5e+05,1
Rimas Kurtinaitis,133778,5e+05,1
Brian Petsos,0,0,0
Kathleen Wilhoite,15368,2e+05,1
Natalie West,0,0,0
Conor McCahill,0,0,0
Kathleen Turner,0,0,0
Martin L. Washington Jr.,0,0,0
Spencer Broschard,0,0,0
Barret Lewis,0,0,0
Jessica Morris,0,0,0
Kaiwi Lyman-Mersereau,0,0,0
Jeff Adler,0,0,0
Emily Baldoni,0,0,0
Maury Sterling,0,0,0
Nicholas Brendon,0,0,0
Idina Menzel,801473200,3e+08,2
Jonathan Groff,801473200,3e+08,2
Max Burkholder,64423650,3e+06,1
Jon Daly,58229120,9e+07,1
Adam Levine,32337482,1.6e+07,2
Rinko Kikuchi,101785482,1.9e+08,1
Margot Robbie,287580369,250100000,3
Tao Okamoto,132550960,1.2e+08,1
Tom Hiddleston,239296497,2.32e+08,3
Michael Kenneth Williams,113335740,4e+07,2
Daniel Brühl,87949572,1.39e+08,5
Mireille Enos,202351611,1.9e+08,1
Daniella Kertesz,202351611,1.9e+08,1
Andrea Riseborough,89028522,128500000,2
Jeremy McWilliams,0,0,0
Lynsey Taylor Mackay,0,0,0
Michael Emerson,0,0,0
Eddie Marsan,34321,5e+06,1
Jai Courtney,67344392,9.2e+07,1
Sebastian Koch,67344392,9.2e+07,1
Barkhad Abdi,214201710,1.1e+08,2
Barkhad Abdirahman,214201710,1.1e+08,2
Nick Robinson,0,0,0
Evie Thompson,51872378,1.3e+07,1
Mary-Louise Parker,33592415,1.3e+08,1
Gabriella Wilde,93927003,8e+07,3
Robert Gwilym,0,0,0
Hon Ping Tang,0,0,0
Alexander Mercury,0,0,0
Jamie Campbell Bower,62330842,1.2e+08,2
Robert Sheehan,62330842,1.2e+08,2
Katee Sackhoff,69687264,4.3e+07,2
Vivian Maier,0,0,0
John Maloof,0,0,0
Daniel Arnaud,0,0,0
Annie Rose Buckley,166599522,7e+07,2
Sophie Nélisse,42966308,3.8e+07,2
Katie Chang,5841046,8e+06,1
Israel Broussard,5841046,8e+06,1
Agata Buzek,34956,2e+07,1
Vicky McClure,34956,2e+07,1
Cindy Bitney,0,0,0
David Crone,0,0,0
Jessica Mitchell,0,0,0
Stephen Merchant,8828771,6e+06,1
Olivia Colman,0,0,0
Ruth Wilson,0,0,0
Max Irons,26616999,4e+07,1
Darlene Love,4946250,1e+06,1
Merry Clayton,4946250,1e+06,1
Lisa Fischer,4946250,1e+06,1
Sophie Kennedy Clark,37707719,1.2e+07,1
Gary Poulter,743794,8e+06,2
Scott Eastwood,71766555,5.4e+07,2
Bela Lugosi,0,0,0
Emma Fitzpatrick,6842058,1e+07,1
Macon Blair,516226,2132334,2
Devin Ratray,516226,2132334,2
Amy Hargreaves,516226,2132334,2
Morgan Spector,0,0,0
Miles Teller,108959241,136300000,5
Trent Reznor,0,0,0
Tom Petty,0,0,0
Mick Fleetwood,0,0,0
J.P. Valenti,0,0,0
Kit Harington,40748905,1.2e+08,2
Genesis Rodriguez,0,0,0
Nancy Nave,0,0,0
Michael Nyqvist,85993972,4e+07,2
Christian Camargo,0,0,0
Sophie Lowe,0,0,0
Romain Duris,0,0,0
Benedict Cumberbatch,65817715,8.1e+07,2
Nimrat Kaur,4231500,1e+06,1
Nawazuddin Siddiqui,4231500,1e+06,1
Caroline Williams,0,0,0
Alice Macdonald,0,0,0
Bailey Bass,0,0,0
Marcus DeAnda,0,0,0
Yesenia Garcia,0,0,0
Holly Goss,0,0,0
Matt Stokoe,0,0,0
Luke Albright,0,0,0
Carlos Alazraqui,90282580,5e+07,1
Stacy Keach,90282580,5e+07,1
Ushio Shinohara,0,0,0
Noriko Shinohara,0,0,0
Alex Shinohara,0,0,0
Robert Reich,0,0,0
Mary Tyler Moore,0,0,0
Jeremy Lin,0,0,0
Daniel Dae Kim,0,0,0
Michael McDonald,159578352,4.3e+07,1
Erin Karpluk,0,0,0
Sophia Takal,0,0,0
Jeremy Baumann,0,0,0
Alex Markowitz,0,0,0
